codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,empregados,salario_mediano_rais,escolaridade_tipica,salario_mediano_caged,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
2034,Pesquisadores das ciências da agricultura,2034-pesquisadores-das-ciencias-da-agricultura,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,20,PESQUISADORES E PROFISSIONAIS POLICIENTÍFICOS,203,PESQUISADORES,3489,31694.75,Doutorado,6806.47,679,602,77,4,8,69
2035,Pesquisadores das ciências sociais e humanas,2035-pesquisadores-das-ciencias-sociais-e-humanas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,20,PESQUISADORES E PROFISSIONAIS POLICIENTÍFICOS,203,PESQUISADORES,2192,6809.14,Superior Completo,4900.0,476,535,-59,5,7,68
2041,Peritos criminais e judiciais,2041-peritos-criminais-e-judiciais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,20,PESQUISADORES E PROFISSIONAIS POLICIENTÍFICOS,204,PROFISSIONAIS DE INVESTIGAÇÃO CRIMINAL,17738,22968.64,Superior Completo,1878.12,26,7,19,2,10,121
2111,Profissionais da matemática,2111-profissionais-da-matematica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",211,"MATEMÁTICOS, ESTATÍSTICOS E AFINS",92265,9368.17,Médio Completo,5500.0,1858,1408,450,4,9,69
2112,Profissionais de estatística e afins,2112-profissionais-de-estatistica-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",211,"MATEMÁTICOS, ESTATÍSTICOS E AFINS",2258,7244.73,Superior Completo,7500.0,2324,1794,530,4,10,86
2122,Engenheiros em computação,2122-engenheiros-em-computacao,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",212,PROFISSIONAIS DA INFORMÁTICA,6754,10466.34,Superior Completo,12042.06,7623,5939,1684,3,8,54
2123,Administradores de tecnologia da informação,2123-administradores-de-tecnologia-da-informacao,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",212,PROFISSIONAIS DA INFORMÁTICA,22277,6999.71,Superior Completo,6801.0,10798,11000,-202,4,6,62
2124,Analistas de tecnologia da informação,2124-analistas-de-tecnologia-da-informacao,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",212,PROFISSIONAIS DA INFORMÁTICA,228974,6091.22,Superior Completo,5000.0,131074,121157,9917,6,10,109
2131,Físicos,2131-fisicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",762,15566.77,Superior Completo,6875.0,110,113,-3,15,10,84
2132,Químicos,2132-quimicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",3698,7896.46,Superior Completo,4292.65,1007,1137,-130,3,8,87
2133,Profissionais das ciências atmosféricas e espaciais e de astronomia,2133-profissionais-das-ciencias-atmosfericas-e-espaciais-e-de-astronomia,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",171,11975.86,Superior Completo,7593.98,100,60,40,3,9,100
2134,"Geólogos, oceanógrafos, geofísicos e afins",2134-geologos-oceanografos-geofisicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",213,"FÍSICOS, QUÍMICOS E AFINS",5380,15359.45,Superior Completo,10312.0,972,1012,-40,8,10,113
2140,Engenheiros ambientais e afins,2140-engenheiros-ambientais-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",5357,6886.53,Superior Completo,6500.0,1923,1774,149,2,9,70
2141,Arquitetos e urbanistas,2141-arquitetos-e-urbanistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",13471,8395.66,Superior Completo,5000.0,3112,3048,64,6,9,79
2142,Engenheiros civis e afins,2142-engenheiros-civis-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",53928,10302.0,Superior Completo,9108.0,16004,16971,-967,15,10,77
2143,"Engenheiros eletricistas, eletrônicos e afins",2143-engenheiros-eletricistas-eletronicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",22600,13179.22,Superior Completo,10302.0,5462,6072,-610,15,8,117
2144,Engenheiros mecânicos e afins,2144-engenheiros-mecanicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",17250,13303.77,Superior Completo,11508.93,5151,4833,318,7,8,68
2145,Engenheiros químicos e afins,2145-engenheiros-quimicos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",7147,21613.67,Superior Completo,12002.0,957,988,-31,8,9,105
2146,"Engenheiros metalurgistas, de materiais e afins",2146-engenheiros-metalurgistas-de-materiais-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",1746,13285.68,Superior Completo,10000.0,391,411,-20,3,7,61
2147,Engenheiros de minas e afins,2147-engenheiros-de-minas-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",6369,14216.52,Superior Completo,12748.91,989,1109,-120,10,7,90
2148,Engenheiros agrimensores e engenheiros cartógrafos,2148-engenheiros-agrimensores-e-engenheiros-cartografos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",760,10282.99,Superior Completo,8000.0,149,179,-30,2,11,86
2149,"Engenheiros de produção, qualidade, segurança e afins",2149-engenheiros-de-producao-qualidade-seguranca-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",214,"ENGENHEIROS, ARQUITETOS E AFINS",30976,11316.76,Superior Completo,10377.0,11518,11655,-137,9,10,163
2151,Oficiais de convés e afins,2151-oficiais-de-conves-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",215,"PROFISSIONAIS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",7786,20947.66,Superior Completo,7268.93,2266,1978,288,10,10,203
2152,Oficiais de máquinas da marinha mercante,2152-oficiais-de-maquinas-da-marinha-mercante,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",215,"PROFISSIONAIS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",3636,26217.82,Superior Completo,8550.76,1143,984,159,4,10,135
2153,Profissionais da pilotagem aeronáutica,2153-profissionais-da-pilotagem-aeronautica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,21,"PROFISSIONAIS DAS CIÊNCIAS EXATAS, FÍSICAS E DA ENGENHARIA",215,"PROFISSIONAIS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL",5036,10720.4,Superior Completo,5797.99,2287,2114,173,3,9,100
2211,Biólogos e afins,2211-biologos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",221,BIÓLOGOS E AFINS,8188,5244.66,Superior Completo,3500.0,1712,1831,-119,1,11,113
2212,Biomédicos,2212-biomedicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",221,BIÓLOGOS E AFINS,18970,3598.99,Superior Completo,3030.0,9842,9487,355,1,13,128
2221,Engenheiros agrossilvipecuários,2221-engenheiros-agrossilvipecuarios,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",222,AGRÔNOMOS E AFINS,18790,9503.1,Superior Completo,7928.75,3327,3614,-287,5,8,107
2222,Engenheiros de alimentos e afins,2222-engenheiros-de-alimentos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",222,AGRÔNOMOS E AFINS,654,4352.0,Superior Completo,3500.0,218,244,-26,2,8,113
2232,Cirurgiões-dentistas,2232-cirurgioes-dentistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",58823,5673.81,Superior Completo,6082.16,5652,4430,1222,23,12,137
2233,Veterinários e zootecnistas,2233-veterinarios-e-zootecnistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",21440,6353.93,Superior Completo,3533.64,3990,3791,199,2,14,172
2234,Farmacêuticos,2234-farmaceuticos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",140924,4722.45,Superior Completo,4455.0,65906,60350,5556,8,12,125
2235,Enfermeiros e afins,2235-enfermeiros-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",331076,4945.41,Superior Completo,4123.09,104476,88074,16402,17,13,215
2236,Fisioterapeutas,2236-fisioterapeutas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",67029,3508.96,Superior Completo,3169.0,17135,15422,1713,9,12,169
2237,Nutricionistas,2237-nutricionistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",48798,3550.31,Superior Completo,3600.39,21298,18947,2351,2,9,136
2238,Fonoaudiólogos,2238-fonoaudiologos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",16201,3718.77,Superior Completo,3934.55,4756,4838,-82,8,9,130
2239,"Terapeutas ocupacionais, ortoptistas e psicomotricistas",2239-terapeutas-ocupacionais-ortoptistas-e-psicomotricistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",223,"PROFISSIONAIS DA MEDICINA, SAÚDE E AFINS",7859,3990.74,Superior Completo,3500.0,3078,2796,282,3,8,162
2241,Profissionais da educação física,2241-profissionais-da-educacao-fisica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",224,PROFISSIONAIS DA EDUCAÇÃO FÍSICA,61471,1627.97,Superior Completo,2000.0,49067,39589,9478,8,9,96
2251,Médicos clínicos,2251-medicos-clinicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",225,PROFISSIONAIS DA MEDICINA,183238,11517.05,Superior Completo,10257.16,17895,18329,-434,34,9,143
2252,Médicos em especialidades cirúrgicas,2252-medicos-em-especialidades-cirurgicas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",225,PROFISSIONAIS DA MEDICINA,22723,10695.82,Superior Completo,8404.53,2194,2400,-206,18,8,113
2253,Médicos em medicina diagnóstica e terapêutica,2253-medicos-em-medicina-diagnostica-e-terapeutica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",225,PROFISSIONAIS DA MEDICINA,3144,12014.01,Superior Completo,9476.13,406,370,36,11,9,120
2261,Osteopatas e quiropraxistas,2261-osteopatas-e-quiropraxistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",226,PROFISSIONAIS DE SAÚDE EM PRATICAS INTEGRATIVAS E COMPLEMENTARES,8,1877.01,Superior Completo,2500.0,12,2,10,2,8,90
2263,"Profissionais das terapias criativas,equoterápicas e naturológicas",2263-profissionais-das-terapias-criativas-equoterapicas-e-naturologicas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,22,"PROFISSIONAIS DAS CIÊNCIAS BIOLÓGICAS, DA SAÚDE E AFINS",226,PROFISSIONAIS DE SAÚDE EM PRATICAS INTEGRATIVAS E COMPLEMENTARES,317,2778.61,Superior Completo,2500.0,307,255,52,4,9,158
2311,Professores de nível superior na educação infantil,2311-professores-de-nivel-superior-na-educacao-infantil,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,231,PROFESSORES DE NÍVEL SUPERIOR NA EDUCAÇÃO INFANTIL E NO ENSINO FUNDAMENTAL,154028,3575.56,Superior Completo,2804.0,39857,43790,-3933,2,10,135
2312,Professores de nível superior do ensino fundamental (primeira a quarta séries),2312-professores-de-nivel-superior-do-ensino-fundamental-primeira-a-quarta-series,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,231,PROFESSORES DE NÍVEL SUPERIOR NA EDUCAÇÃO INFANTIL E NO ENSINO FUNDAMENTAL,925262,4420.14,Superior Completo,2200.0,47540,48088,-548,2,10,112
2313,Professores de nível superior no ensino fundamental de quinta a oitava série,2313-professores-de-nivel-superior-no-ensino-fundamental-de-quinta-a-oitava-serie,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,231,PROFESSORES DE NÍVEL SUPERIOR NA EDUCAÇÃO INFANTIL E NO ENSINO FUNDAMENTAL,204134,3823.85,Superior Completo,2006.0,29432,26003,3429,8,8,109
2321,Professores do ensino médio,2321-professores-do-ensino-medio,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,232,PROFESSORES DO ENSINO MÉDIO,391055,4724.38,Superior Completo,2000.0,28965,25554,3411,14,8,123
2331,Professores do ensino profissional,2331-professores-do-ensino-profissional,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,233,PROFESSORES E INSTRUTORES DO ENSINO PROFISSIONAL,59264,14907.22,Superior Completo,1912.35,1418,1434,-16,7,11,130
2332,Instrutores de ensino profissional,2332-instrutores-de-ensino-profissional,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,233,PROFESSORES E INSTRUTORES DO ENSINO PROFISSIONAL,37764,3052.08,Superior Completo,3008.36,14672,16095,-1423,5,11,144
2341,"Professores de matemática, estatística e informática do ensino superior",2341-professores-de-matematica-estatistica-e-informatica-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,4233,4366.38,Superior Completo,1993.74,615,548,67,5,11,135
2342,"Professores de ciências físicas, químicas e afins do ensino superior",2342-professores-de-ciencias-fisicas-quimicas-e-afins-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,667,5901.94,Superior Completo,2100.0,181,186,-5,3,13,117
2343,"Professores de arquitetura e urbanismo, engenharia, geofísica e geologia do ensino superior",2343-professores-de-arquitetura-e-urbanismo-engenharia-geofisica-e-geologia-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,3655,5595.97,Mestrado,304.7,482,597,-115,4,10,128
2344,Professores de ciências biológicas e da saúde do ensino superior,2344-professores-de-ciencias-biologicas-e-da-saude-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,22258,4408.66,Superior Completo,1799.45,5596,4725,871,12,11,122
2345,Professores na área de formação pedagógica do ensino superior,2345-professores-na-area-de-formacao-pedagogica-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,304247,6806.78,Superior Completo,2200.0,35577,30287,5290,4,13,145
2346,Professores nas áreas de língua e literatura do ensino superior,2346-professores-nas-areas-de-lingua-e-literatura-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,51407,3274.24,Superior Completo,1938.0,15780,14510,1270,22,10,135
2347,Professores de ciências humanas do ensino superior,2347-professores-de-ciencias-humanas-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,11986,4150.03,Superior Completo,770.49,1920,2030,-110,14,12,125
2348,"Professores de ciências econômicas, administrativas e contábeis do ensino superior",2348-professores-de-ciencias-economicas-administrativas-e-contabeis-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,12079,4470.77,Superior Completo,1930.6,1173,1459,-286,3,12,88
2349,Professores de artes do ensino superior,2349-professores-de-artes-do-ensino-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,234,PROFESSORES DO ENSINO SUPERIOR,3762,2835.28,Superior Completo,1995.0,679,928,-249,3,8,76
2392,Professores de educação especial,2392-professores-de-educacao-especial,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,239,OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE,30799,3399.34,Superior Completo,2645.92,6222,5510,712,5,10,162
2394,"Programadores, avaliadores e orientadores de ensino",2394-programadores-avaliadores-e-orientadores-de-ensino,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,23,PROFISSIONAIS DO ENSINO,239,OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE,245062,3736.89,Superior Completo,2336.25,50982,51175,-193,9,10,173
2410,Advogados,2410-advogados,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",90302,6844.68,Superior Completo,4000.0,22712,24218,-1506,8,8,92
2412,Procuradores e advogados públicos,2412-procuradores-e-advogados-publicos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",20965,30159.84,Superior Completo,7200.0,100,86,14,7,8,84
2413,Tabeliães e registradores,2413-tabeliaes-e-registradores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",4558,4346.49,Superior Completo,2687.5,761,852,-91,8,8,93
2414,Conselheiros julgadores,2414-conselheiros-julgadores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,241,"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS",563,28481.62,Superior Completo,,1,1,0,1,6,68
2422,Membros do ministério público,2422-membros-do-ministerio-publico,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,11612,42710.02,Superior Completo,13798.61,10,9,1,10,8,114
2423,Delegados de polícia,2423-delegados-de-policia,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,9878,28870.09,Superior Completo,44531.28,2,2,0,1,7,122
2424,Defensores públicos e procuradores da assistência judiciária,2424-defensores-publicos-e-procuradores-da-assistencia-judiciaria,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,7309,34768.06,Superior Completo,4250.0,30,42,-12,2,9,95
2429,Profissionais da inteligência,2429-profissionais-da-inteligencia,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,24,PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS,242,ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA,997,22729.32,Superior Completo,4000.0,158,156,2,2,6,56
2511,Profissionais em pesquisa e análise antropológica sociológica,2511-profissionais-em-pesquisa-e-analise-antropologica-sociologica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",1645,8679.01,Superior Completo,5832.84,278,237,41,4,10,97
2512,Economistas,2512-economistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",33195,7087.2,Superior Completo,4218.12,11840,12368,-528,7,11,88
2513,Profissionais em pesquisa e análise geográfica,2513-profissionais-em-pesquisa-e-analise-geografica,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",1518,10718.09,Superior Completo,4402.64,166,182,-16,1,9,77
2514,Filósofos,2514-filosofos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",11,4165.08,Superior Completo,5568.74,4,4,0,1,7,56
2515,Psicólogos e psicanalistas,2515-psicologos-e-psicanalistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",74200,3630.09,Superior Completo,3304.89,19013,16405,2608,11,10,130
2516,Assistentes sociais e economistas domésticos,2516-assistentes-sociais-e-economistas-domesticos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,251,"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS",82200,3883.2,Superior Completo,3220.13,13884,12176,1708,2,10,145
2521,Administradores,2521-administradores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,212925,4671.0,Superior Completo,3785.62,71717,73233,-1516,1,7,55
2522,Contadores e afins,2522-contadores-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,123296,5369.23,Superior Completo,4200.0,42745,46921,-4176,3,14,114
2523,Secretárias(os) executivas(os) e afins,2523-secretarias-os-executivas-os-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,252,PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS,170988,2516.39,Superior Completo,1800.0,41980,39871,2109,4,11,128
